 SHA,PCT,PRACTICE,BNF CODE,BNF NAME                                    ,ITEMS  ,NIC        ,ACT COST   ,QUANTITY,PERIOD,                 
Q58,06F,E81043,1106000Z0AAABAB,Timolol_Eye Dps 0.5%                    ,1,5,4.64,20,201701,                  
Q54,13P,M85011,0401010Y0AAABAB,Zolpidem Tart_Tab 10mg                  ,12,10.83,10.58,273,201701,                  
Q52,02R,B83012,1304000F0AABDBD,Betameth Val_Scalp Applic 0.1%          ,2,6.38,5.94,200,201701,                  
Q54,13P,M85021,1310020N0AAAAAA,Miconazole Nit_Crm 2%                   ,1,3.64,3.38,60,201701,                  
Q54,13P,M85717,0106040M0BCACAA,Laxido_Oral Pdr Sach (Orange) S/F       ,58,402.52,373.64,2828,201701,                  
Q58,06N,E82025,0101010R0AAAAAA,Simeticone_Cap 100mg                    ,1,8.4,7.89,60,201701,                  
Q54,05C,M87612,0209000A0AAAJAJ,Aspirin_Tab 75mg                        ,1,1.13,1.06,28,201701,                  
Q69,10Q,K84075,1001022K0AAAAAA,Methylpred Acet_Inj 40mg/ml 1ml Vl      ,5,34.4,31.84,10,201701,                  
Q58,06F,Y00522,0704010U0AAAAAA,Tamsulosin HCl_Cap 400mcg M/R           ,50,240.77,226.5,1857,201701,                  
Q64,99N,J83609,0407010F0AAAAAA,Co-Codamol_Tab 8mg/500mg                ,3,8.91,8.27,300,201701,                  
Q61,08D,F85063,0302000N0AABGBG,Fluticasone/Salmeterol_Inh 250/25mcg120D,10,654.28,605.83,11,201701,                  
Q44,12F,N85059,0803042N0AAADAD,Leuprorelin Acet_Inj 11.25mg Dil + Pfs  ,1,225.72,208.99,1,201701,                  
Q60,04Y,M83722,1106000AKAAAAAA,Tafluprost_Eye Dps 15mcg/ml 0.3ml Ud P/F,1,12.2,11.31,30,201701,                  
Q66,11N,L82010,040702040AAAJAJ,Tramadol HCl_Cap 200mg M/R              ,5,142.72,132.17,296,201701,                  
Q70,11J,J81004,0703021Q0AAAAAA,Desogestrel_Tab 75mcg                   ,34,73.76,69.31,2856,201701,                  
Q49,13T,A85020,23963459615,Pelican_Select Convex Urostomy Pouch C/F,1,163.65,151.5,30,201701,                  
Q53,05T,M81022,0304030C0BIACBG,Emerade_Auto Inj 1/1000 1mg/ml 0.5ml    ,1,28.74,26.62,1,201701,                  
Q53,05H,M84022,0505010D0AAAAAA,Mebendazole_Oral Susp 100mg/5ml         ,2,3.1,2.89,60,201701,                  
Q46,01W,P88016,1104020N0AAAAAA,Nedocromil Sod_Eye Dps Aq 2%            ,1,2.86,2.66,5,201701,                  
Q66,99P,L83018,090402000BBRMA0,Fresubin 2kcal_Drink (6 Flav)           ,9,636.3,589.79,63000,201702,                  
Q53,05A,M84023,0501130R0AAAEAE,Nitrofurantoin_Tab 100mg                ,4,67.2,62.32,112,201702,                  
Q56,06Y,D82006,1106000Z0BHAAAS,Tiopex_Gel Eye Dps 1mg/g 0.4g Ud        ,1,7.49,6.94,30,201702,                  
Q52,02R,B83017,0601023AKAAACAC,Alogliptin_Tab 25mg                     ,3,106.4,98.63,112,201702,                  
Q48,01F,N81054,0204000R0AAAJAJ,Propranolol HCl_Tab 40mg                ,50,99.82,93.54,3288,201702,                  
Q50,03Q,B82026,0205040V0AAADAD,Terazosin HCl_Tab 10mg                  ,2,15.74,14.59,56,201702,                  
Q50,03D,B82035,20031700034,Aquacel Ag 10cm x 10cm Wound Dress Prote,3,142.2,131.79,30,201702,                  
Q66,99P,L83095,1202010C0AAAAAA,Beclomet Diprop_Nsl Spy 50mcg (200 D)   ,44,105,97.86,50,201702,                  
Q51,03N,C88025,0205052AEAAAAAA,Sacubitril/Valsartan_Tab 49mg/51mg      ,1,91.56,84.86,56,201702,                  
Q61,08N,Y03770,21160000060,Irripod Sod Chlor Top Irrig 20ml        ,67,405.29,376.53,1735,201702,                  
Q54,05L,M88012,0602010V0AABWBW,Levothyrox Sod_Tab 25mcg                ,133,552.04,514.03,5310,201702,                  
Q55,04R,C81047,0407020B0AAAGAG,Buprenorphine_Patch 70mcg/hr (96hr)     ,1,63.2,58.58,8,201702,                  
Q68,09D,Y02404,0407042Q0AAACAC,Pizotifen Malate_Tab 1.5mg              ,4,2,2.3,28,201702,                  
Q48,01F,N81066,1003020P0AAAIAI,Ibuprofen_Gel 10%                       ,25,121.47,112.88,2430,201702,                  
Q67,99J,G82118,20140000101,Steristrip Skin Closure Strips Ster Surg,5,3.65,3.39,15,201702,                  
Q51,03N,C88014,0501015P0AAABAB,Pivmecillinam HCl_Tab 200mg             ,5,89.64,83.34,166,201702,                  
Q62,08Y,E87762,1003020P0AAAIAI,Ibuprofen_Gel 10%                       ,1,9.84,9.13,200,201702,                  
Q66,11N,Y04957,21410000100,DebriSoft 10cm x 10cm Physical Debrideme,1,129,119.55,20,201702,                  
Q61,08N,F86012,0301011R0AABUBU,Salbutamol_Inha B/A 100mcg (200 D) CFF  ,3,31.5,29.23,5,201702,                  
Q68,09F,G81050,0407020A0BQACAF,Fencino_Transdermal Patch 50mcg/hr      ,5,180.96,167.77,40,201702,                  
Q50,03F,B81048,0107020P0AAACAC,Cinchocaine/Prednisolone_Oint 0.5%/0.19%,3,8.82,8.21,90,201702,                  
Q46,00Y,P85001,0704020ABBBAAAA,Vesicare_Tab 5mg                        ,1,25.78,24,28,201702,                  
Q53,05T,Y03602,0408010F0AAACAC,Clonazepam_Tab 2mg                      ,1,34.84,32.29,112,201702,                  
Q66,11N,L82050,0205051M0AAABAB,Perindopril Erbumine_Tab 4mg            ,16,17.23,16.29,474,201702,                  
Q51,02X,C86024,0501050A0AAABAB,Azithromycin_Oral Susp 200mg/5ml        ,1,16.24,15.06,60,201702,                  
Q56,06H,D81011,0408010H0AAACAC,Lamotrigine_Tab 25mg                    ,10,9.44,9.24,448,201702,                  
Q70,10J,J82218,0402010K0AAAAAA,Levomeprom Mal_Tab 25mg                 ,1,121.56,112.67,504,201702,                  
Q70,11J,J81625,0601023AGAAABAB,Dapagliflozin_Tab 10mg                  ,4,256.13,237.41,196,201702,                  
Q49,00P,A89030,0601012X0BBABAB,Ins Levemir_FlexPen 100u/ml 3ml Pf Pen  ,1,84,77.86,10,201702,                  
Q46,00Y,Y02753,20090000503,Tubifast 2-Way Stch 7.5cm x 5m (Blue) St,1,3.95,3.67,1,201702,                  
Q67,99J,G82037,21020000880,Coloplast SpeediCath Male Size 10-14 (30,1,45.17,41.87,1,201702,                  
Q61,07X,F85072,1305010I0AAAAAA,Gamolenic Acid_Cap 40mg                 ,3,143.09,132.74,592,201702,                  
Q59,03W,C82067,0703021Q0AAAAAA,Desogestrel_Tab 75mcg                   ,3,7.23,6.83,280,201702,                  
Q68,09Y,H81073,1304000N0BBAIBD,Synalar_Gel 0.025%                      ,1,5.56,5.17,30,201702,                  
Q46,02H,P92019,0906040C0AAAAAA,Calcitriol_Cap 250ng                    ,2,20.2,18.94,112,201702,                  
Q46,01W,P88020,0702020F0AAAJAJ,Clotrimazole_Crm 2%                     ,5,35.68,33.14,160,201702,                  
Q68,09G,H82006,0103050P0AABLBL,Omeprazole_Oral Susp 10mg/5ml           ,2,135.64,125.73,150,201702,                  
Q69,10G,K81030,0704020Z0AAADAD,Trospium Chlor_Cap 60mg M/R             ,20,487.35,452.09,592,201702,                  
Q58,04F,K82067,1305020C0BRAACX,Exorex_Lot                              ,4,97.4,90.32,1400,201702,                  
Q46,00T,P82007,0106040M0BBAIAB,Movicol Plain_Paed Pdr Sach 6.9g        ,21,157.68,146.37,1080,201702,                  
Q55,04R,C81068,0703010F0BQAAAA,Gedarel_Tab 30/150mcg                   ,3,25.14,23.34,378,201702,                  
Q68,09G,H82039,0103050P0AAAAAA,Omeprazole_Cap E/C 20mg                 ,373,545,510.19,16769,201702,                  
Q49,00N,A88003,0211000P0AAACAC,Tranexamic Acid_Tab 500mg               ,8,41.45,38.62,588,201702,                  
Q59,04V,C82096,1108010B0BBABAC,Viscotears_Eye Gel 2mg/g 0.6ml Ud       ,4,43.36,40.24,240,201702,                  
Q63,08X,H85682,0407020Q0AAALAL,Morph Sulf_Tab 30mg M/R                 ,1,11.64,10.9,56,201702,                  
Q58,06K,E82081,0403010J0AAAAAA,Dosulepin HCl_Cap 25mg                  ,6,11.52,10.75,252,201702,                  
Q45,00J,A83009,0704020N0AAACAC,Tolterodine_Cap 4mg M/R                 ,3,154.68,143.38,168,201702,                  
Q46,00Y,Y02753,0407020ADBEACAG,Longtec_Tab 20mg M/R                    ,1,25.04,23.22,56,201702,                  
Q46,02H,P92029,1304000F0AAABAB,Betameth Val_Crm 0.025% (1 in 4)        ,1,3.15,2.93,100,201702,                  
Q49,00P,A89028,1104010W0BBAAAA,Lotemax_Eye Dps 0.5%                    ,2,11,10.22,10,201702,                  
Q46,01Y,P89003,0601060D0BHADA0,OneTouch Verio (Reagent)_Strips         ,1,60.48,56.06,200,201702,                  
Q61,07L,F82625,0205052C0AAACAC,Candesartan Cilexetil_Tab 8mg           ,3,4.9,4.58,140,201702,                  
Q46,01M,P84067,1106000AHBBAAAA,DuoTrav_Eye Dps 40mcg/ml / 5mg/ml       ,3,55.8,51.75,9,201702,                  
Q61,07T,F84021,1001030U0AAABAB,Methotrexate_Tab 2.5mg                  ,9,13.15,13.18,208,201702,                  
Q57,07H,F81048,0102000Y0BBAAAF,Pro-Banthine_Tab 15mg                   ,1,20.74,19.23,112,201702,                  
Q52,03A,B85010,0205052C0AAACAC,Candesartan Cilexetil_Tab 8mg           ,10,14.72,14.18,420,201702,                  
Q61,07M,E83018,0601060D0CCAAA0,Aviva (Reagent)_Strips                  ,18,399,369.99,1250,201702,                  
Q44,01R,N81015,0302000C0BNAABU,Easyhaler_Beclomet 200mcg (200 D)       ,1,14.93,13.85,1,201702,                  
Q46,00W,P84689,20031700033,Aquacel Ag 5cm x 5cm Wound Dress Proteas,1,19.9,18.45,10,201702,                  
Q52,02R,B83009,0604011L0BPABAW,Elleste Duet_Tab 1mg                    ,2,46,42.68,420,201702,                  
Q56,06L,D83051,040201030AAAKAK,Risperidone_Tab 500mcg                  ,7,9.16,9.08,235,201702,                  
Q46,02H,P92615,0301011R0BIAGBU,Salamol E-Breathe_Inh 100mcg (200 D) CFF,5,31.5,29.25,5,201702,                  
Q55,04J,C81025,0604011G0BMAABD,Elleste Solo_Tab 1mg                    ,2,6.75,6.38,112,201702,                  
Q59,03W,C82079,0407041Z0AAAAAA,Zolmitriptan_Tab 2.5mg                  ,4,76.5,70.94,30,201702,                  
Q54,13P,M85074,0203020I0AAAKAK,Flecainide Acet_Tab 50mg                ,1,10.8,10.12,56,201702,                  
Q65,12A,L81103,0205040V0AAABAB,Terazosin HCl_Tab 2mg                   ,1,3.84,3.57,56,201702,                  
Q46,00Y,Y02827,0604012P0AAAAAA,Norethist_Tab 5mg                       ,1,2.18,2.03,30,201702,                  
Q59,04D,C83046,0408010C0AAAPAP,Carbamazepine_Oral Liq 100mg/5ml S/F    ,1,6.12,5.69,300,201703,                  
Q54,06A,M92009,0904010H0BJAVAA,Glutafin_G/F High Fibre Loaf (Cut)      ,1,20.16,18.7,2100,201703,                  
Q56,06Y,D82002,1310012K0AAAXAX,Metronidazole_Crm 0.75%                 ,2,13.2,12.26,60,201703,                  
Q54,05L,M88640,0501050C0AAABAB,Erythromycin_Tab E/C 250mg              ,2,14.5,13.47,280,201703,                  
Q44,01C,N81088,140400030BCAAAE,Avaxim_Vac 320u/ml 0.5ml Pfs            ,2,36.2,33.56,2,201703,                  
Q44,12F,N85048,0601012W0BBAAAA,Ins NovoMix 30_Penfill 100u/ml 3ml Cart ,2,143.95,133.5,25,201703,                  
Q55,04K,C84704,090402000BBURA0,Aymes Shake_Pdr (Choc)                  ,1,4.27,3.97,399,201703,                  
Q62,09A,E87609,0905030G0AABYBY,Sod Fluoride_Dental Paste 1.1% S/F      ,2,26,24.14,204,201703,                  
Q54,05C,M87024,23601006355,Coloplast_Sensura Mio Maxi DrnblBag Grey,2,298.89,277.13,90,201703,                  
Q47,00R,P81681,20030100371,Softpore 10cm x 10cm Pfa + Adh Border Dr,2,2.6,2.44,20,201703,                  
Q58,03V,K83622,23601006355,Coloplast_Sensura Mio Maxi DrnblBag Grey,1,99.63,92.38,30,201703,                  
Q46,00T,P82643,0212000AAAAAAAA,Rosuvastatin Calc_Tab 10mg              ,2,72.12,66.89,112,201703,                  
Q50,03K,B81617,040801060AABTBT,Clobazam_Tab 10mg                       ,8,22.91,21.94,214,201703,                  
Q67,10E,G82650,0301020Q0BBAAAA,Spiriva_Pdr For Inh Cap 18mcg+HandiHaler,1,34.87,32.34,30,201703,                  
Q61,07X,F85048,0906040G0BIAABI,Pro D3_Cap 400u                         ,1,4.99,4.64,30,201703,                  
Q44,12F,N85634,0407041A0BBABAG,Migraleve_Pink Tab                      ,1,2.58,2.5,12,201703,                  
Q55,04M,C84107,090401000BBGFA0,Fortijuce_Liq (7 Flav)                  ,6,169.68,157.4,16800,201703,                  
Q45,00J,A83036,0403040Y0AAAAAA,Duloxetine HCl_Cap G/R 30mg             ,5,11.03,10.39,147,201703,                  
Q55,04K,C84704,0204000R0AAAKAK,Propranolol HCl_Tab 80mg                ,1,2.46,2.39,90,201703,                  
Q46,01Y,P89010,21220000242,Epimax Crm 500g                         ,2,4.98,4.64,1000,201703,                  
Q49,99C,A87022,0604012P0AAAAAA,Norethist_Tab 5mg                       ,6,28.34,26.34,390,201703,                  
Q64,12D,J83059,130201000BBKKCD,Oilatum Jnr_Crm (Liq)                   ,1,5.28,4.91,500,201703,                  
Q45,00J,A83072,0702010F0AAAAAA,Estriol_Crm 0.1% + Applic               ,1,4.45,4.14,15,201703,                  
Q44,01R,N81044,0502010B0AAAAAA,Fluconazole_Cap 50mg                    ,3,2.73,2.57,21,201703,                  
Q46,01M,P84019,0408010C0BBADAP,Tegretol_Liq 100mg/5ml S/F              ,1,20.4,19.03,1000,201703,                  
Q61,08N,F86012,0409010H0AAABAB,Ropinirole HCl_Tab 1mg                  ,2,113.42,105.18,168,201703,                  
Q62,07Y,E85056,020400080AAAFAF,Carvedilol_Tab 6.25mg                   ,2,3.64,3.4,112,201703,                  
Q44,12F,N85024,090402000BBRZA0,Ensure TwoCal_Liq (4 Flav)              ,9,652.68,605.26,58800,201703,                  
Q67,10E,G82105,0407042F0AAAAAA,Clonidine HCl_Tab 25mcg                 ,16,92.89,86.6,2048,201703,                  
Q54,05L,M88038,0105010B0BDAGAP,Salofalk_Gran Sach G/R 500mg M/R        ,1,24.14,22.49,84,201703,                  
Q49,13T,A85012,0501130R0AAAEAE,Nitrofurantoin_Tab 100mg                ,5,22.4,21.23,56,201703,                  
Q49,13T,A86017,0206020T0AAADAD,Verapamil HCl_Tab 80mg                  ,2,3.96,3.7,168,201703,                  
Q45,00D,A83054,0906040G0BXADDT,Fultium-D3_Oral Dps 2 740u/ml           ,1,21.4,19.85,50,201703,                  
Q58,06N,E82001,0604011L0BRAABA,Kliovance_Tab                           ,3,39.6,36.74,252,201703,                  
Q55,03Y,C81029,1203010E0AAAAAA,Benzydamine HCl_Mthwsh 0.15% S/F        ,2,12.42,11.54,600,201703,                  
Q57,06T,F81156,040201030AAAAAA,Risperidone_Tab 1mg                     ,5,9.73,9.49,256,201703,                  
Q48,01T,N84019,0407010F0AAAAAA,Co-Codamol_Tab 8mg/500mg                ,25,65.27,61.53,2198,201703,                  
Q52,02T,B84013,0402030K0BFABAI,Priadel_Tab 200mg                       ,7,3.07,3.63,112,201703,                  
Q55,04K,C84096,1306010C0BYAABA,Brevoxyl_Crm 4%                         ,1,4.13,3.84,50,201703,                  
Q48,01J,N83601,1307000M0AABABA,Salic Acid_Soln 26%                     ,1,3.56,3.31,10,201703,                  
Q57,06Q,F81087,1104010I0BCABAF,Maxitrol_Eye Oint                       ,2,2.88,2.7,6,201703,                  
Q63,08X,Y01132,0604011L0BHABAX,Evorel Conti_Patch                      ,4,65,60.33,40,201703,                  
Q56,06M,D83009,1404000H0AAAFAF,Influenza_Vac Inact 0.5ml Pfs           ,12,79.08,73.32,12,201703,                  
Q59,04Q,C83040,0411000G0AAADAD,Memantine HCl_Tab 20mg                  ,22,12.2,13.38,238,201703,                  
Q51,02X,C86001,1003020W0AAAAAA,Salicylic Acid/Mucopolysac_Gel 2%/0.2%  ,5,50.33,46.73,875,201703,                  
Q59,04C,C82626,0401020K0AAAHAH,Diazepam_Tab 2mg                        ,5,3.42,3.44,131,201703,                  
Q48,01V,N84018,0704050R0AAABAB,Tadalafil_Tab 20mg                      ,3,144.4,133.93,20,201703,                  
Q68,09H,H82047,0205051I0AAACAC,Enalapril Mal_Tab 10mg                  ,11,7.45,7.54,231,201703,                  
Q57,99F,F81032,0606020X0BBAAAA,Protelos_Oral Susp Gran Sach 2g         ,1,54.16,50.23,56,201703,                  
Q50,02Y,B81013,0402030Q0AAAAAA,Valproic Acid_Tab G/R 250mg             ,3,21.25,20.05,112,201703,                  
Q51,03N,C88047,23351003814,Coloplast_SenSura Soft Seal Bag Maxi S/C,1,66.22,61.4,20,201703,                  
Q59,04V,C82062,0212000B0AAACAC,Atorvastatin_Tab 40mg                   ,39,74.97,69.99,1764,201703,                  
Q46,00Y,P85022,0410020B0AAAZAZ,Nicotine_Loz 4mg S/F                    ,2,39.88,37,288,201703,                  
Q62,08C,E85128,23053370506,Respond_OstoMart Astoa Adh Flange Extend,1,16.83,15.6,30,201703,                  
Q61,07X,F85650,1106000L0AAABAB,Latanoprost_Eye Dps 50mcg/ml 0.2mlUd P/F,1,8.49,7.88,30,201703,                  
Q51,02X,C86611,0206020C0BFAGAU,Adizem-XL_Cap 120mg                     ,1,9.14,8.49,28,201703,                  
Q68,09D,G81034,0501021L0AAADAD,Cefalexin_Oral Susp 250mg/5ml           ,1,2.56,2.39,100,201703,                  
Q68,09F,G81008,0205040V0AAABAB,Terazosin HCl_Tab 2mg                   ,1,1.92,1.79,28,201703,                  
Q60,05X,M82007,0301011R0AAAXAX,Salbutamol_Inh Soln 2.5mg/2.5ml Ud      ,6,38.21,35.8,400,201703,                  
Q46,00V,Y02755,090401000BBADAL,Instant Carobel_Pdr                     ,1,22.72,21.08,1080,201703,                  
Q60,05W,M83700,0303020G0AAAAAA,Montelukast_Tab Chble 5mg S/F           ,6,10.5,9.81,196,201703,                  
Q55,04H,C84029,0202020L0AABDBD,Furosemide_Tab 40mg                     ,199,178.21,168.79,7231,201703,                  
Q46,00W,P84027,0204000R0AAAHAH,Propranolol HCl_Tab 10mg                ,11,16.6,15.52,560,201703,                  
Q61,07X,F85656,21300000124,Carmize 0.5% Carmellose Eye Dps 10ml    ,10,74.9,69.57,10,201703,                  
Q53,05A,M86030,0704020N0BBAAAA,Detrusitol_Tab 1mg                      ,1,58.06,53.84,112,201703,                  
Q61,08D,Y03035,0204000H0AAAJAJ,Bisoprolol Fumar_Tab 2.5mg              ,154,77.11,85.64,2747,201703,                  
Q47,00X,P81082,0411000D0AAAAAA,Donepezil HCl_Tab 5mg                   ,6,1.99,2.42,63,201703,                  
Q64,99N,J83058,0406000P0AAAEAE,Metoclopramide HCl_Tab 10mg             ,5,4.83,4.53,196,201704,                  
Q47,02G,P81772,0409010A0AAAZAZ,Apomorph HCl_Inf 5mg/ml 10ml Pfs        ,3,2573.47,2382.54,176,201704,                  
Q57,99E,F81186,0501011P0AAAFAF,Phenoxymethylpenicillin_Soln 250mg/5ml  ,3,43.98,40.75,300,201704,                  
Q67,99J,G82074,0206020R0BGACBE,Coracten XL_Cap 30mg                    ,3,14.67,13.62,84,201704,                  
Q44,12F,N85012,0205052Q0AAACAC,Telmisartan_Tab 20mg                    ,1,1.21,1.13,28,201704,                  
Q58,04G,K83007,0602010V0AABZBZ,Levothyrox Sod_Tab 100mcg               ,237,363.14,341.42,6477,201704,                  
Q54,04X,M85024,190201000AABLBL,Unspec Drug Code_                       ,1,1,0.94,10,201704,                  
Q63,08Q,G85138,21020000880,Coloplast SpeediCath Male Size 10-14 (30,1,45.17,41.82,1,201704,                  
Q46,02H,P92020,0206010K0AAAGAG,Isosorbide Mononit_Tab 40mg M/R         ,2,13.5,12.52,56,201704,                  
Q61,07T,F84685,0209000L0AAAMAM,Dipyridamole_Cap 200mg M/R              ,1,10.06,9.33,60,201704,                  
Q70,11J,J81039,0302000U0AAABAB,Ciclesonide_Inh 160mcg (120 D) CFF      ,4,154.48,143.04,4,201704,                  
Q56,06H,D81013,0408010AEBEABAB,Alzain_Cap 50mg                         ,5,193.2,179.32,280,201704,                  
Q70,10R,J82060,0407010F0BSABAD,Zapain_Cap 30mg/500mg                   ,6,32.34,30.12,840,201704,                  
Q61,08M,F84004,0409010T0AAAAAA,Selegiline HCl_Tab 5mg                  ,1,9.25,8.68,56,201704,                  
Q70,11A,J82116,21300000111,Hylo-Forte Sod Hyaluronate Eye Dps 0.2% ,21,228,211.27,24,201704,                  
Q45,00J,A83055,1304000Y0AABABA,Mometasone Fur_Oint 0.1%                ,1,6,5.57,100,201704,                  
Q70,11A,J82016,0408010A0AAAHAH,Levetiracetam_Oral Soln 500mg/5ml S/F   ,1,23.4,21.66,1200,201704,                  
Q59,03W,C82022,0501030I0AAABAB,Doxycycline Hyclate_Cap 100mg           ,34,71.02,67.56,668,201704,                  
Q44,12F,N85034,0212000ADAAAAAA,Colesevelam HCl_Tab 625mg               ,1,96.1,88.98,180,201704,                  
Q54,05C,M87632,0410030E0AAAAAA,Naltrexone HCl_Tab 50mg                 ,3,21.54,20.28,27,201704,                  
Q45,00K,A81034,0205052N0AAADAD,Losartan Pot_Tab 100mg                  ,99,130.12,121.9,3572,201704,                  
Q46,01W,P88632,0408010AEBCACAB,Rewisca_Cap 50mg                        ,6,136.2,126.76,168,201704,                  
Q48,99A,N82009,0212000B0AAABAB,Atorvastatin_Tab 20mg                   ,130,149.41,140.04,4313,201704,                  
Q65,11X,L85014,090401000BBNQA0,Neocate LCP_Pdr                         ,1,229.6,212.57,3200,201704,                  
Q68,99H,H81068,0403040X0AAALAL,Mirtazapine_Orodisper Tab 15mg          ,1,1.32,1.33,28,201704,                  
Q44,12F,N85008,0106040M0BGADAB,CosmoCol_Paed Oral Pdr Sach 6.9g        ,5,26.91,24.97,270,201704,                  
Q59,03W,C82013,1002020T0AAABAB,Tizanidine HCl_Tab 2mg                  ,2,4.88,4.74,168,201704,                  
Q52,03J,B85612,0901020G0AAAGAG,Folic Acid_Tab 5mg                      ,52,22.2,25.11,719,201704,                  
Q67,09E,G82090,0407020A0BEACAF,Matrifen_Patch 50mcg/hr                 ,4,160.96,149.05,40,201704,                  
Q55,04L,C84115,0803042S0BCAAAB,Decapeptyl SR_Inj 22.5mg Vl + Dil       ,2,828,766.52,2,201704,                  
Q69,10Q,K84613,0106040M0BHAAAA,Macilax_Pdr Sach 13.8g                  ,2,6.4,5.95,40,201704,                  
Q57,06Q,Y02611,0205051R0AAAAAA,Ramipril_Cap 1.25mg                     ,10,15.62,14.59,308,201704,                  
Q50,03Q,B82018,0106010E0AAADAD,Ispag Husk_Gran Eff Sach 3.5g G/F S/F   ,5,16.32,15.13,180,201704,                  
Q52,02T,B84002,21010900802,GlucoRX FinePoint Needles Pen Inj Screw ,1,5.95,5.52,100,201704,                  
Q44,01C,N81070,0501100H0AAAFAF,Dapsone_Tab 50mg                        ,1,92.38,85.53,56,201704,                  
Q64,12D,J83645,1104020T0AAAJAJ,Sod Cromoglicate_Eye Dps 2% 0.3ml Ud P/F,2,26.97,24.99,90,201704,                  
Q49,99C,A87012,0304010ABAAADAD,Desloratadine_Oral Soln 2.5mg/5ml S/F   ,1,27.07,25.17,400,201704,                  
Q53,RYG,M86639,0407020ADAAAKAK,Oxycodone HCl_Tab 5mg M/R               ,1,3.58,3.43,8,201704,                  
Q63,08A,G83067,1201010B0AAAFAF,Acetic Acid_Ear Spy 2% 5ml              ,1,4.1,3.81,1,201704,                  
Q47,01K,P81029,0407020ADBEAAAK,Longtec_Tab 5mg M/R                     ,1,18.78,17.4,84,201704,                  
Q58,06N,E82025,20090000451,Unspecified Stkntte 6.25cm x 0.5m Elasct,1,0.58,0.55,1,201704,                  
Q64,11E,L81070,0408010AEAAAEAE,Pregabalin_Cap 150mg                    ,8,257.6,239.27,224,201704,                  
Q47,01K,A82650,0301011R0AAAPAP,Salbutamol_Inha 100mcg (200 D) CFF      ,55,105,97.35,70,201704,                  
Q53,RYG,Y00418,0411000D0AAAEAE,Donepezil HCl_Orodisper Tab 10mg S/F    ,1,7.92,7.34,28,201704,                  
Q44,01C,N81021,130201000BBICBW,Dermol 500_Lot                          ,23,163.08,151.25,13500,201704,                  
Q44,02F,N81607,0208020V0AAABAB,Warfarin Sod_Tab 3mg                    ,6,7.3,6.83,280,201704,                  
Q53,05A,M86010,0107020P0BCABAD,Scheriproct_Suppos                      ,3,4.56,4.26,36,201704,                  
Q57,06Q,F81183,0407041M0AAAAAA,Naratriptan HCl_Tab 2.5mg               ,5,138.65,128.42,36,201704,                  
Q55,03Y,C81056,040702040BDACAH,Zamadol SR_Cap 100mg                    ,1,14.47,13.41,60,201704,                  
Q69,10M,J82054,21010230102,Volumatic                               ,1,3.85,3.56,1,201704,                  
Q55,04H,C84656,0212000B0AAACAC,Atorvastatin_Tab 40mg                   ,96,116.23,108.89,2758,201704,                  
Q57,99E,F81720,1003020AAAAAAAA,Capsaicin_Crm 0.075%                    ,1,14.58,13.51,45,201704,                  
Q61,07L,Y03266,0501013K0BBAJAD,Augmentin_Pdr For Susp 125/31mg/5ml S/F ,1,3.54,3.29,100,201704,                  
Q50,03Q,B81036,0901011F0AAALAL,Ferr Fumar_Tab 322mg                    ,60,106,98.75,2968,201704,                  
Q70,11A,J82116,0601060W0BEAAA0,GlucoRx HCT Ketone (Reagent)_Strips     ,1,19.9,18.43,20,201704,                  
Q63,08Q,G85125,0408010G0AAABAB,Gabapentin_Cap 300mg                    ,43,84.33,82.59,3246,201704,                  
Q52,03R,B87009,1304000H0AAAAAA,Clobet But_Crm 0.05%                    ,4,11.17,10.39,135,201704,                  
Q56,06L,Y01794,0301011R0AABUBU,Salbutamol_Inha B/A 100mcg (200 D) CFF  ,12,100.8,93.45,16,201704,                  
Q66,99P,L83106,0601060D0CUABA0,GlucoRx Nexus (Reagent)_Strips          ,37,567.15,525.46,2850,201704,                  
Q54,06A,M92609,20030800131,Cutimed Sorbact Ribbon 2cm x 50cm Wound ,1,81.6,75.54,20,201704,                  
Q66,99P,L83038,0902012H0BBAFAE,Dioralyte_Pdr Sach (Citrus)             ,1,6.72,6.23,20,201704,                  
Q50,03Q,B82098,0401020E0AAADAD,Chlordiazepox HCl_Cap 5mg               ,2,18.4,17.26,160,201704,                  
Q60,05V,M83009,0209000C0BBAAAA,Plavix_Tab 75mg                         ,1,35.64,33.01,30,201704,                  
Q60,05W,M83021,0206020T0AAADAD,Verapamil HCl_Tab 80mg                  ,3,5.41,5.14,224,201704,                  
Q58,06K,E82038,0702010G0BCABAG,Vagifem_Vag Tab 10mcg                   ,9,167.2,154.89,240,201704,                  
Q59,04C,C82676,1309000C0BGACAT,Alphosyl_Shampoo 2 In 1                 ,1,4.52,4.2,250,201704,                  
Q47,01E,P81093,1304000H0BCABCA,Trimovate_Crm                           ,1,3.29,3.06,30,201704,                  
Q45,00C,A83013,0407020G0AAAEAE,Dihydrocodeine Tart_Tab 90mg M/R        ,4,8.68,8.5,56,201705,                  
Q48,99A,N82664,0601012V0BBAAAA,Ins Lantus_100u/ml 3ml Cart             ,1,83,76.95,10,201705,                  
Q54,05L,M88647,0309010X0AAAQAQ,Pholcodine_Linct Strong 10mg/5ml S/F    ,1,0.99,1.03,200,201705,                  
Q61,08M,F84740,0206020F0AAABAB,Felodipine_Tab 5mg M/R                  ,2,8.42,7.83,56,201705,                  
